1,20200302,"Mar 2, 2020 - There could be a bit of confusion in your world today, Aries. Trying to make sense of what's going on might not be the easiest task. Rational thinking and analytical processes may not be the best way to find the solution. You might be better off just letting the issue sit for now and deal with it later when the facts are clearer. Let go of control and the desire to make sense of it all. Instead, just relax and let the day take you where it will."
1,20200303,"Mar 3, 2020 - Your health has been glowing over the past few weeks, Aries, but today you're likely to feel a little under the weather. This is probably due to nothing more exotic than stress. You've been working hard and concentrating on little else, so your body is now rebelling. You need some rest. Take time off and relax a little, and don't feel guilty about it. Even the President needs alone time occasionally."
1,20200304,"Mar 4, 2020 - As the world economy continues to boom, Aries, don't be surprised if you're surrounded by new work possibilities. More than one chance to increase your income could come your way today. The problem will be wading through all these opportunities and trying to decide which is the most appealing and workable for you. List your options and outline the pros and cons of each. Writing things down can sometimes make them clearer."
1,20200305,"Mar 5, 2020 - There may be a stalemate when you're unwilling to express your feelings, Aries. You might automatically assume that things will go smoothly if you leave the decisions up to someone else. Unfortunately, that plan will likely backfire if the decision is made by someone who doesn't necessarily have your best interests at heart. You may try to go back and reverse what has been done, thus fouling up the plan that has been set in motion."
1,20200306,"Mar 6, 2020 - You could find the hardest person to face is you, Aries. You tend toward introspection, and you may find yourself shrinking into self-recrimination. You could analyze the important people in your life and yet fail to address the one you really need to look at – you. As you continually strive for perfection, give yourself proper credit. Do something nice for yourself today."
1,20200307,"Mar 7, 2020 - You may be on a slow, steady track of discipline that embraces an older, more traditional way of looking at things, Aries. Suddenly, however, you're hit by an aggressive force urging you to do things differently. The more you try to resist this force, the more it's apt to cause friction and tension. Open your arms and welcome this new energy that will have a very positive effect on you."
1,20200308,"Mar 8, 2020 - An evening at home with your sweetheart could seem very appealing today, Aries. Sex and romance are very much on your mind, and you might surprise yourself with how Earthy you feel. You could decide to pick up a romantic novel or see a sexy movie. You could learn to communicate better with your partner today, both verbally and physically. Make sure you look your best, and go for it!"
1,20200309,"Mar 9, 2020 - Take action to create a fanciful dream world today, Aries. Indeed, many of the activities of the day will be touched with an air of otherworldliness. Even though you generally like to keep your feet on the ground, realize that once in a while it's essential to let go and experience other realms of thought in order to gain new perspective. Let your hair down and go wild tonight."
1,20200310,"Mar 10, 2020 - You're sailing along and suddenly see a big ramp in front of you, Aries. Your choice: avoid the ramp, stay on the ground where you know it's safe, and be content with a limited worldview, or hit that ramp head on and soar over the trees and beyond. Who knows where you might land? There is an incredible adventure waiting for you when you take that leap into the unknown."
1,20200311,"Mar 11, 2020 - Make sure that you're living consciously at this time, Aries. It could be that you're going through a period of denial and simply refusing to see the truth of the situation. Open up your eyes to the world around you so you can invite in joy and compassion. Don't be satisfied with superficial interactions that don't really satisfy you emotionally and intellectually."
1,20200312,"Mar 12, 2020 - Put an extra spring in your step, Aries. The slow, steady pace may be something that you're comfortable with, but note that the situations of the day call for something much more dynamic and brave. Pull out your leadership hat and put it on proudly. Today is the day for you to call the shots, instead of compromising in order to get along with others."
1,20200313,"Mar 13, 2020 - Optimism and enthusiasm for the months ahead have you feeling confident and strong. The sky's the limit! A male visitor could have some surprising news for you. This is a great day to make investments or purchase property. If you've been expecting money through legal papers or contracts, it could come in the mail today. The night could bring vivid and interesting dreams. In all, it's a thoroughly satisfying day."
1,20200314,"Mar 14, 2020 - Yes, you can be proud of yourself, Aries. You really know your stuff. You have committed yourself to deepening your knowledge and capabilities and it really shows. Friends and family members will be coming to you for advice, and rightfully so. Try not to grow complacent, though. It's an easy trap to fall into. You'll need to continue full-speed ahead on your educational journey in order to keep that edge!"
1,20200315,"Mar 15, 2020 - A project that you've worked on for a long time could bring some money your way, Aries. Don't be too disappointed if you don't have it in your hands today. There might be a short delay of some kind, perhaps due to problems with the mail service. You might be turning your thoughts now to new projects. While you have a lot of ideas, you aren't likely to make firm decisions today."
1,20200316,"Mar 16, 2020 - Go ahead and make a list today, Aries. Powerful emotions are likely to lure you from your current path unless you have some sort of concrete plan to fall back on. Put idle hands to use by delegating tasks to the people around you. You'll be amazed at the little blocks of time you have when you stay on task and keep yourself and everyone else around you in motion."
1,20200317,"Mar 17, 2020 - A creative project, perhaps one that could earn you some money, might well be the primary focus of your attention today. Perhaps you've been doing some writing or intend to teach a class. You might want to give the idea some thought, Aries, if you haven't already. Your physical and mental energies are high. Success is strongly indicated if you start the ball rolling."
1,20200318,"Mar 18, 2020 - Let your emotions play with your imagination today, and feel free to discuss your findings openly with others, Aries. Don't get caught up in so rational a frame of mind that you refuse to acknowledge any other way of viewing a current situation. Put away your analytical side in order to disclose a more abstract, intuitive perspective. Exercise that part of your brain that doesn't normally get used."
1,20200319,"Mar 19, 2020 - A temporary separation from someone close to you could have you reflecting on the good times you've spent together, especially over the past few weeks. You're likely to talk with him or her on the phone. You're feeling a lot of warmth and affection toward everyone around you, but a little sad as well, particularly when you think of those far away. Call them up, Aries! They'll be glad to hear from you."
1,20200320,"Mar 20, 2020 - Visitors could come to your home tonight, Aries, possibly for an informal get-together of some kind. Dear friends might be involved in some way. You're likely to be very busy during the day, perhaps tying up loose ends. Your mind is probably going a thousand miles an hour, so you'll need to wind down before going to bed tonight. You don't want to lose any sleep."
1,20200321,"Mar 21, 2020 - You may start the day feeling a little insecure about everything going on around you, Aries. The increased pressures of work might have strained your nerves a little. However, a lot of love and attention from friends, children, and the special person in your life should have you feeling better about everything in no time. In the evening, relax and watch a video with your mate!"
1,20200322,"Mar 22, 2020 - Work on your own projects may be very much on your mind today, Aries. They could involve studies of some kind or the arts. It's possible that you may be considering innovative ways of earning extra money. All signs indicate that any enterprise begun or continued today is likely to succeed, so go to it. However, it's important to give whatever you're working on a lot of thought before presenting it to others."
1,20200323,"Mar 23, 2020 - An important lost object, perhaps a paper of some kind, could command the attention of your entire household, Aries. This could prove frustrating at first, because you will know that it has to be somewhere in the house, but you can't find it anywhere! The item may reappear just as you've given up on it, in a place you never would have imagined! Tip: it's probably hidden among other objects."
1,20200324,"Mar 24, 2020 - If you've been thinking about taking a trip, Aries, this isn't the day to make plans. Whatever you learn today about airline schedules or hotels may not reflect the situation as it really is. If you wait a few days, things should go far more smoothly. If you already have plans to leave, expect some delays. Don't let them put you in a gloomy state of mind! Make up your mind to have fun!"
1,20200325,"Mar 25, 2020 - Study of intellectual or spiritual subjects that particularly interest you could keep you at home for much of the day, Aries. More than one visitor might drop by in order to discuss these matters, perhaps bringing a few books. Discussions could take on an imaginative, idealistic, and even mystical level, which could prove inspiring for all involved. Take notes, because you'll want to be sure and remember these conversations."
1,20200326,"Mar 26, 2020 - You may be asked to swallow your pride and give in to someone else's will today, Aries. This will be difficult for you to do. Try to concentrate on your good reasons for obedience, and work out your frustration by taking a brisk walk. Expect to receive some welcome news from another source, which will also help calm you down. Relax with a group of supportive friends tonight."
1,20200327,"Mar 27, 2020 - You could spend much of your day advancing the interests of an organization dedicated to a cause that means a lot to you, Aries, perhaps in animal or children's rights. You tend to be service oriented by nature, and today something you learn, perhaps from TV or the Internet, could excite your desire to make a difference to those you wish to serve. Expect to derive a lot of satisfaction from this. You're making a difference!"
